reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date
D_380_WOK_CA13_2,380_WOK_CA13,"Horsell","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",https://www.woking.gov.uk/sites/default/files/documents/planning-and-building-control/herritage/hcab.pdf,area-map,"",local-authority:WOK,,,
D_380_WOK_CA14_1,380_WOK_CA14,"Horsell Birch","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps","No Appraisal document",area-appraisal,"",local-authority:WOK,,,
D_380_WOK_CA14_2,380_WOK_CA14,"Horsell Birch","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",https://www.woking.gov.uk/sites/default/files/documents/planning-and-building-control/herritage/hbca.pdf,area-map,"",local-authority:WOK,,,
D_380_WOK_CA15_1,380_WOK_CA15,"Lower Knaphill","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps","No Appraisal document",area-appraisal,"",local-authority:WOK,,,
D_380_WOK_CA15_2,380_WOK_CA15,"Lower Knaphill","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",https://www.woking.gov.uk/sites/default/files/documents/planning-and-building-control/herritage/lkca.pdf,area-map,"",local-authority:WOK,,,
D_380_WOK_CA16_1,380_WOK_CA16,"Mount Hermon","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps","No Appraisal document",area-appraisal,"",local-authority:WOK,,,
D_380_WOK_CA16_2,380_WOK_CA16,"Mount Hermon","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",https://www.woking.gov.uk/sites/default/files/documents/planning-and-building-control/herritage/mhca.pdf,area-map,"",local-authority:WOK,,,
D_380_WOK_CA17_1,380_WOK_CA17,"Old Avenue, West Byfleet","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps","No Appraisal document",area-appraisal,"",local-authority:WOK,,,
D_380_WOK_CA17_2,380_WOK_CA17,"Old Avenue, West Byfleet","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",https://www.woking.gov.uk/sites/default/files/documents/planning-and-building-control/herritage/oaca.pdf,area-map,"",local-authority:WOK,,,
D_380_WOK_CA18_1,380_WOK_CA18,"Old Woking","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps","No Appraisal document",area-appraisal,"",local-authority:WOK,,,
D_380_WOK_CA18_2,380_WOK_CA18,"Old Woking","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",https://www.woking.gov.uk/sites/default/files/documents/planning-and-building-control/herritage/owvca.pdf,area-map,"",local-authority:WOK,,,
D_380_WOK_CA19_1,380_WOK_CA19,"Pond Road, Hook Heath","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps","No Appraisal document",area-appraisal,"",local-authority:WOK,,,
D_380_WOK_CA19_2,380_WOK_CA19,"Pond Road, Hook Heath","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",https://www.woking.gov.uk/sites/default/files/documents/planning-and-building-control/herritage/prca.pdf,area-map,"",local-authority:WOK,,,
D_380_WOK_CA20_1,380_WOK_CA20,"Pyrford","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps","No Appraisal document",area-appraisal,"",local-authority:WOK,,,
D_380_WOK_CA20_2,380_WOK_CA20,"Pyrford","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",https://www.woking.gov.uk/sites/default/files/documents/planning-and-building-control/herritage/pca.pdf,area-map,"",local-authority:WOK,,,
D_380_WOK_CA21_1,380_WOK_CA21,"Station Approach, West Byfleet","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps","No Appraisal document",area-appraisal,"",local-authority:WOK,,,
D_380_WOK_CA21_2,380_WOK_CA21,"Station Approach, West Byfleet","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",https://www.woking.gov.uk/sites/default/files/documents/planning-and-building-control/herritage/sacawb.pdf,area-map,"",local-authority:WOK,,,
D_380_WOK_CA22_1,380_WOK_CA22,"St John's","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps","No Appraisal document",area-appraisal,"",local-authority:WOK,,,
D_380_WOK_CA22_2,380_WOK_CA22,"St John's","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",https://www.woking.gov.uk/sites/default/files/documents/planning-and-building-control/herritage/sjca.pdf,area-map,"",local-authority:WOK,,,
D_380_WOK_CA23_1,380_WOK_CA23,"Sutton Park/Sutton Green","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps","No Appraisal document",area-appraisal,"",local-authority:WOK,,,
D_380_WOK_CA23_2,380_WOK_CA23,"Sutton Park/Sutton Green","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",https://www.woking.gov.uk/sites/default/files/documents/planning-and-building-control/herritage/spca.pdf,area-map,"",local-authority:WOK,,,
D_380_WOK_CA24_1,380_WOK_CA24,"The Hockering","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps","No Appraisal document",area-appraisal,"",local-authority:WOK,,,
D_380_WOK_CA24_2,380_WOK_CA24,"The Hockering","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",https://www.woking.gov.uk/sites/default/files/documents/planning-and-building-control/herritage/hca.pdf,area-map,"",local-authority:WOK,,,
D_380_WOK_CA25_1,380_WOK_CA25,"Wey and Godalming Navications","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps/wey-and","No Appraisal document",area-appraisal,"7 parts, probably need combining into one areaExtra documents are available. ",local-authority:WOK,,,
D_380_WOK_CA25_2,380_WOK_CA25,"Wey and Godalming Navications","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps/wey-and",https://www.woking.gov.uk/sites/default/files/documents/planning-and-building-control/herritage/wgnca.pdf,area-map,"7 parts, probably need combining into one areaExtra documents are available. ",local-authority:WOK,,,
D_380_WOK_CA26_1,380_WOK_CA26,"Wheatsheaf","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps","No Appraisal document",area-appraisal,"",local-authority:WOK,,,
D_380_WOK_CA26_2,380_WOK_CA26,"Wheatsheaf","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",https://www.woking.gov.uk/sites/default/files/documents/planning-and-building-control/herritage/wca.pdf,area-map,"",local-authority:WOK,,,
D_380_WOK_CA27_1,380_WOK_CA27,"Woking Town Centre","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps","No Appraisal document",area-appraisal,"",local-authority:WOK,,,
D_380_WOK_CA27_2,380_WOK_CA27,"Woking Town Centre","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",https://www.woking.gov.uk/sites/default/files/documents/planning-and-building-control/herritage/wtcca.pdf,area-map,"",local-authority:WOK,,,
