reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,ca_entity
43_BEX_CA11,"Iron Mill Lane, Crayford",,"https://www.bexley.gov.uk/sites/default/files/2020-05/Iron-Mill-Lane-Conservation-Area-Appraisal-Management-Plan.pdf","https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy-and-guidance/conservation-and-heritage",,,"Best Map is shown on page 2 of the appraisal document. ",,,,44002796
43_BEX_CA12,"Lesney Park Road, Erith",,"https://www.bexley.gov.uk/sites/default/files/2020-05/Lesney-Park-Road-Conservation-Area-Appraisal-and-Management-Plan.pdf","https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy-and-guidance/conservation-and-heritage",,,"Best Map is shown on page 2 of the appraisal document. ",,,,44002797
43_BEX_CA13,"Longlands Road, Sidcup",,"https://www.bexley.gov.uk/sites/default/files/2020-05/Longlands-Road-Conservation-Area-Appraisal-and-Management-Plan.pdf","https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy-and-guidance/conservation-and-heritage",,,"Best Map is shown on page 2 of the appraisal document. ",,,,44002798
43_BEX_CA14,"North Cray Village, North Cray",,"https://www.bexley.gov.uk/sites/default/files/2020-05/North-Cray-village-Conservation-Area-Appraisal-and-Management-Plan.pdf","https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy-and-guidance/conservation-and-heritage",,,"Best Map is shown on page 2 of the appraisal document. ",,,,44008761
43_BEX_CA15,"Oak Road, Slade Green",,"https://www.bexley.gov.uk/sites/default/files/2020-05/Oak-Road-Conservation-Area-Appraisal-and-Management-Plan.pdf","https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy-and-guidance/conservation-and-heritage",,,"Best Map is shown on page 2 of the appraisal document. ",,,,44002800
43_BEX_CA16,"Old Bexley, Bexley",,"https://www.bexley.gov.uk/sites/default/files/2021-01/Old-Bexley-Conservation-Area-Appraisal-and-Management-Plan.pdf","https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy-and-guidance/conservation-and-heritage",,,"Best Map is shown on page 2 of the appraisal document. ",,,,44002808
43_BEX_CA17,"Old Forge Way, Sidcup",,"https://www.bexley.gov.uk/sites/default/files/2020-05/Old-Forge-Way-Conservation-Area-Appraisal-and-Management-Plan.pdf","https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy-and-guidance/conservation-and-heritage",,,"Best Map is shown on page 2 of the appraisal document. ",,,,44002801
43_BEX_CA18,"The Oval, Sidcup",,"https://www.bexley.gov.uk/sites/default/files/2020-05/The-Oval-Conservation-Area-Appraisal-Management-Plan.pdf","https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy-and-guidance/conservation-and-heritage",,,"Best Map is shown on page 2 of the appraisal document. ",,,,44002805
43_BEX_CA19,"Parkhurst, Bexley",,"https://www.bexley.gov.uk/sites/default/files/2020-05/Parkhurst-Conservation-Area-Appraisal-and-Management-Plan.pdf","https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy-and-guidance/conservation-and-heritage",,,"Best Map is shown on page 2 of the appraisal document. ",,,,44008873
43_BEX_CA20,"Red House Lane, Bexleyheath",,"https://www.bexley.gov.uk/sites/default/files/2020-05/Red-House-Lane-Conservation-Area-Appraisal-and-Management-Plan.pdf","https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy-and-guidance/conservation-and-heritage",,,"Best Map is shown on page 2 of the appraisal document. ",,,,44002802
43_BEX_CA21,"Star Hill, Crayford",,"https://www.bexley.gov.uk/sites/default/files/2020-05/Star-Hill-Conservation-Area-Appraisal-and-Management-Plan.pdf","https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy-and-guidance/conservation-and-heritage",,,"Best Map is shown on page 2 of the appraisal document. ",,,,44002804
43_BEX_CA22,"Willersley Avenue and Braundton Avenue, Sidcup",,"https://www.bexley.gov.uk/sites/default/files/2020-05/Willersley-Avenue-Braundton-Avenue-Conservation-Appraisal-and-Management-Plan.pdf","https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy-and-guidance/conservation-and-heritage",,,"Best Map is shown on page 2 of the appraisal document. ",,,,44008774
43_BEX_CA23,"Woolwich Road, Upper Belvedere",,"https://www.bexley.gov.uk/sites/default/files/2020-05/Woolwich-Road-Conservation-Area-Appraisal-and-Management-Plan.pdf","https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy-and-guidance/conservation-and-heritage",,,"Best Map is shown on page 2 of the appraisal document. ",,,,44002807
