reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date
37_BAR_CA3,"Central Barrow",2023-12-25,"https://www.barrowbc.gov.uk/sites/default/files/attachment/3984.pdf","https://www.barrowbc.gov.uk/conservation-areas",,,"",local-authority:BAR,,,
37_BAR_CA4,"Dalton-in-Furness",2023-12-25,"see notes","https://www.barrowbc.gov.uk/conservation-areas",,,"",local-authority:BAR,,,
37_BAR_CA5,"Furness Abbey",2023-12-25,"see notes","https://www.barrowbc.gov.uk/conservation-areas",,,"",local-authority:BAR,,,
37_BAR_CA6,"Ireleth",2023-12-25,"see notes","https://www.barrowbc.gov.uk/conservation-areas",,,"",local-authority:BAR,,,
37_BAR_CA7,"North Scale",2023-12-25,"see notes","https://www.barrowbc.gov.uk/conservation-areas",,,"",local-authority:BAR,,,
37_BAR_CA8,"North Vickerstown",2023-12-25,"see notes","https://www.barrowbc.gov.uk/conservation-areas",,,"",local-authority:BAR,,,
37_BAR_CA9,"St George's Square",2023-12-25,"see notes","https://www.barrowbc.gov.uk/conservation-areas",,,"",local-authority:BAR,,,
37_BAR_CA10,"South Vickerstown",2023-12-25,"see notes","https://www.barrowbc.gov.uk/conservation-areas",,,"",local-authority:BAR,,,
37_BAR_CA11,"The Green Lindal",2023-12-25,"see notes","https://www.barrowbc.gov.uk/conservation-areas",,,"",local-authority:BAR,,,
37_BAR_CA12,"Morecambe Bay",2023-12-25,"see notes","https://www.barrowbc.gov.uk/conservation-areas",,,"",local-authority:BAR,,,
34_BAE_CA1,"Bevercotes",2023-12-25,"https://data.bassetlaw.gov.uk/media/7642/cabevercotesstatement.pdf","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"",local-authority:BAE,,,
34_BAE_CA2,"Blyth",2023-12-25,"https://data.bassetlaw.gov.uk/media/7648/cablythappraisal.pdf","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"Extra documents are available. ",local-authority:BAE,,,
34_BAE_CA3,"Bothamsall",2023-12-25,"No Appraisal document","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"",local-authority:BAE,,,
34_BAE_CA4,"Carlton in Lindrick",2023-12-25,"https://data.bassetlaw.gov.uk/media/7652/cacarltonappraisal.pdf","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"Extra documents are available. ",local-authority:BAE,,,
34_BAE_CA5,"Clayworth",2023-12-25,"No Appraisal document","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"",local-authority:BAE,,,
34_BAE_CA6,"Cuckney",2023-12-25,"https://data.bassetlaw.gov.uk/media/7659/cacuckneystatement.pdf","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"",local-authority:BAE,,,
34_BAE_CA7,"East Drayton",2023-12-25,"No Appraisal document","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"",local-authority:BAE,,,
34_BAE_CA8,"East Markham",2023-12-25,"https://data.bassetlaw.gov.uk/media/7663/finaleastmarkhamcaa.pdf","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"Extra documents are available. ",local-authority:BAE,,,
34_BAE_CA9,"Everton",2023-12-25,"https://data.bassetlaw.gov.uk/media/7667/caevertonappraisal.pdf","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"Extra documents are available. ",local-authority:BAE,,,
34_BAE_CA10,"Gamston",2023-12-25,"No Appraisal document","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"",local-authority:BAE,,,
34_BAE_CA11,"Gringley on the Hill",2023-12-25,"No Appraisal document","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"Extra documents are available. ",local-authority:BAE,,,
34_BAE_CA12,"Holbeck",2023-12-25,"No Appraisal document","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"Extra documents are available. ",local-authority:BAE,,,
34_BAE_CA13,"Lound",2023-12-25,"No Appraisal document","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"",local-authority:BAE,,,
34_BAE_CA14,"Mattersey",2023-12-25,"No Appraisal document","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"Extra documents are available. ",local-authority:BAE,,,
34_BAE_CA15,"Misson",2023-12-25,"https://data.bassetlaw.gov.uk/media/7681/finalmissoncaampsept2017.pdf","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"Extra documents are available. ",local-authority:BAE,,,
34_BAE_CA16,"Mr Straw's",2023-12-25,"https://data.bassetlaw.gov.uk/media/7685/camrstrawsappraisal.pdf","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"Extra documents are available. ",local-authority:BAE,,,
34_BAE_CA17,"Nether Langwith",2023-12-25,"No Appraisal document","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"Extra documents are available. ",local-authority:BAE,,,
34_BAE_CA18,"Norton",2023-12-25,"No Appraisal document","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"Extra documents are available. ",local-authority:BAE,,,
34_BAE_CA19,"Old Gateford",2023-12-25,"https://data.bassetlaw.gov.uk/media/7695/caoldgatefordappraisal.pdf","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"Extra documents are available. ",local-authority:BAE,,,
34_BAE_CA20,"Oldcotes",2023-12-25,"No Appraisal document","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"Extra documents are available. ",local-authority:BAE,,,
34_BAE_CA21,"Retford",2023-12-25,"https://data.bassetlaw.gov.uk/media/7700/caretfordappraisal.pdf","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"Extra documents are available. ",local-authority:BAE,,,
34_BAE_CA22,"Retford South",2023-12-25,"https://data.bassetlaw.gov.uk/media/7703/caretfordsouthappriasal.pdf","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"Extra documents are available. ",local-authority:BAE,,,
34_BAE_CA23,"Retford Station & West Fields",2023-12-25,"No Appraisal document","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"Extra documents are available. ",local-authority:BAE,,,
34_BAE_CA24,"Saundby",2023-12-25,"No Appraisal document","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"Extra documents are available. ",local-authority:BAE,,,
34_BAE_CA25,"Scaftworth",2023-12-25,"No Appraisal document","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"Extra documents are available. ",local-authority:BAE,,,
34_BAE_CA26,"Scrooby",2023-12-25,"No Appraisal document","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"",local-authority:BAE,,,
34_BAE_CA27,"Shireoaks",2023-12-25,"No Appraisal document","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"",local-authority:BAE,,,
34_BAE_CA28,"Sunnyside",2023-12-25,"https://data.bassetlaw.gov.uk/media/7715/casunnysideappraisal.pdf","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"",local-authority:BAE,,,
34_BAE_CA29,"Tuxford",2023-12-25,"https://data.bassetlaw.gov.uk/media/7717/catuxfordappraisal.pdf","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"Extra documents are available. ",local-authority:BAE,,,
34_BAE_CA30,"West Stockwith",2023-12-25,"No Appraisal document","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"",local-authority:BAE,,,
34_BAE_CA31,"Wheatley",2023-12-25,"https://data.bassetlaw.gov.uk/media/7721/cawheatlestatemen.pdf","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"",local-authority:BAE,,,
34_BAE_CA32,"Wiseton / Drakeholes",2023-12-25,"https://data.bassetlaw.gov.uk/media/7723/wisetondrakeholesdesignationstatementmay2012.pdf","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"",local-authority:BAE,,,
34_BAE_CA33,"Worksop",2023-12-25,"https://data.bassetlaw.gov.uk/media/7726/worksopcaaapril2011revised.pdf","https://data.bassetlaw.gov.uk/conservation-area-information/",,,"",local-authority:BAE,,,
72_CAN_CA1,"Main Road, Brereton",2023-12-25,"https://www.cannockchasedc.gov.uk/sites/default/files/site-old/main_road_brereton_adopted_appraisal_may_2009.pdf","https://www.cannockchasedc.gov.uk/residents/planning-and-building-control/planning-policy/building-conservation",,,"Extra documents are available. ",local-authority:CAN,,,
72_CAN_CA2,"Rugeley Town Centre",2023-12-25,"https://www.cannockchasedc.gov.uk/sites/default/files/site-old/rugeley_town_centre_ca_appraisal_nov16.pdf","https://www.cannockchasedc.gov.uk/residents/planning-and-building-control/planning-policy/building-conservation",,,"Extra documents are available. ",local-authority:CAN,,,
72_CAN_CA3,"Cannock Town Centre",2023-12-25,"https://www.cannockchasedc.gov.uk/sites/default/files/site-old/appraisal_cannock_nov16.pdf","https://www.cannockchasedc.gov.uk/residents/planning-and-building-control/planning-policy/building-conservation",,,"Extra documents are available. Best Map is shown on page 4 of the appraisal document. ",local-authority:CAN,,,
72_CAN_CA4,"North Street, Bridgtown",2023-12-25,"https://www.cannockchasedc.gov.uk/sites/default/files/site-old/north_street_bridgtown_appraisal_2014.pdf","https://www.cannockchasedc.gov.uk/residents/planning-and-building-control/planning-policy/building-conservation",,,"Extra documents are available. Best Map is shown on page 3 of the appraisal document. ",local-authority:CAN,,,
72_CAN_CA5,"Trent & Mersey Canal",2023-12-25,"https://www.cannockchasedc.gov.uk/sites/default/files/site-old/trent_mersey_appraisal_update_feb19.pdf","https://www.cannockchasedc.gov.uk/residents/planning-and-building-control/planning-policy/building-conservation",,,"3 maps containing one area, will need combiningExtra documents are available. Best Map is shown on page 9,P12,P13 of the appraisal document. ",local-authority:CAN,,,
72_CAN_CA6,"Sheepfair Bow Street",2023-12-25,"https://www.cannockchasedc.gov.uk/sites/default/files/site-old/sheepfair_bow_st_conservation_area_appraisal_jan18.pdf","https://www.cannockchasedc.gov.uk/residents/planning-and-building-control/planning-policy/building-conservation",,,"Extra documents are available. Best Map is shown on page 4 of the appraisal document. ",local-authority:CAN,,,
72_CAN_CA7,"Talbot Street/Lichfield Street",2023-12-25,"https://www.cannockchasedc.gov.uk/sites/default/files/site-old/talbot_st_appraisal_update_feb19.pdf","https://www.cannockchasedc.gov.uk/residents/planning-and-building-control/planning-policy/building-conservation",,,"Extra documents are available. Best Map is shown on page 4 of the appraisal document. ",local-authority:CAN,,,
72_CAN_CA8,"Church Street, Rugeley",2023-12-25,"https://www.cannockchasedc.gov.uk/sites/default/files/site-old/church_street_appraisal_update_feb19.pdf","https://www.cannockchasedc.gov.uk/residents/planning-and-building-control/planning-policy/building-conservation",,,"Extra documents are available. Best Map is shown on page 4 of the appraisal document. ",local-authority:CAN,,,
74_CAS_CA1,"Florence Gardens",2023-12-25,"https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n1626.pdf&ver=1951","https://www.castlepoint.gov.uk/florence-gardens-conservation-area",,,"Best Map is shown on page 6 of the appraisal document. ",local-authority:CAS,,,
74_CAS_CA2,"South Benfleet",2023-12-25,"https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n1603.pdf&ver=1927","https://www.castlepoint.gov.uk/south-benfleet-conservation-area",,,"Best Map is shown on page 18 of the appraisal document. ",local-authority:CAS,,,
76_CBF_CA1,"Ampthill",2023-12-25,"https://www.centralbedfordshire.gov.uk/migrated_images/ampthill_tcm3-12941.pdf","https://www.centralbedfordshire.gov.uk/info/50/environmental_issues/289/archaeology_heritage_and_conservation",,,"4 pages making up one mapExtra documents are available. ",local-authority:CBF,,,
76_CBF_CA2,"Aspley End, Shillington",2023-12-25,"https://www.centralbedfordshire.gov.uk/migrated_images/aspley-end_tcm3-12943.pdf","https://www.centralbedfordshire.gov.uk/info/50/environmental_issues/289/archaeology_heritage_and_conservation",,,"Best Map is shown on page 4 of the appraisal document. ",local-authority:CBF,,,
76_CBF_CA3,"Aspley Guise",2023-12-25,"https://www.centralbedfordshire.gov.uk/migrated_images/aspley-guise_tcm3-12944.pdf","https://www.centralbedfordshire.gov.uk/info/50/environmental_issues/289/archaeology_heritage_and_conservation",,,"Best Map is shown on page 9 of the appraisal document. ",local-authority:CBF,,,
76_CBF_CA4,"Aspley Heath",2023-12-25,"https://www.centralbedfordshire.gov.uk/migrated_images/aspley-heath_tcm3-12945.pdf","https://www.centralbedfordshire.gov.uk/info/50/environmental_issues/289/archaeology_heritage_and_conservation",,,"Best Map is shown on page 6 of the appraisal document. ",local-authority:CBF,,,
76_CBF_CA5,"Astwick",2023-12-25,"https://www.centralbedfordshire.gov.uk/migrated_images/astwick_tcm3-12946.pdf","https://www.centralbedfordshire.gov.uk/info/50/environmental_issues/289/archaeology_heritage_and_conservation",,,"Best Map is shown on page 14 of the appraisal document. ",local-authority:CBF,,,
76_CBF_CA6,"Barton-le-Clay",2023-12-25,"https://www.centralbedfordshire.gov.uk/migrated_images/barton_tcm3-12947.pdf","https://www.centralbedfordshire.gov.uk/info/50/environmental_issues/289/archaeology_heritage_and_conservation",,,"Best Map is shown on page 23 of the appraisal document. ",local-authority:CBF,,,
76_CBF_CA7,"Biggleswade",2023-12-25,"https://www.centralbedfordshire.gov.uk/migrated_images/biggleswade_tcm3-12948.pdf","https://www.centralbedfordshire.gov.uk/info/50/environmental_issues/289/archaeology_heritage_and_conservation",,,"Extra documents are available. ",local-authority:CBF,,,
76_CBF_CA8,"Billington",2023-12-25,"No Appraisal document","https://www.centralbedfordshire.gov.uk/info/50/environmental_issues/289/archaeology_heritage_and_conservation",,,"Extra documents are available. ",local-authority:CBF,,,
76_CBF_CA9,"Blunham",2023-12-25,"https://www.centralbedfordshire.gov.uk/migrated_images/blunham_tcm3-12950.pdf","https://www.centralbedfordshire.gov.uk/info/50/environmental_issues/289/archaeology_heritage_and_conservation",,,"Best Map is shown on page 4 of the appraisal document. ",local-authority:CBF,,,
76_CBF_CA10,"Caddington",2023-12-25,"No Appraisal document","https://www.centralbedfordshire.gov.uk/info/50/environmental_issues/289/archaeology_heritage_and_conservation",,,"Extra documents are available. ",local-authority:CBF,,,
76_CBF_CA11,"Clifton",2023-12-25,"https://www.centralbedfordshire.gov.uk/migrated_images/clifton_tcm3-12951.pdf","https://www.centralbedfordshire.gov.uk/info/50/environmental_issues/289/archaeology_heritage_and_conservation",,,"Best Map is shown on page 4 of the appraisal document. ",local-authority:CBF,,,
76_CBF_CA12,"Clophill",2023-12-25,"https://www.centralbedfordshire.gov.uk/migrated_images/clophill_tcm3-12952.pdf","https://www.centralbedfordshire.gov.uk/info/50/environmental_issues/289/archaeology_heritage_and_conservation",,,"Best Map is shown on page 6 of the appraisal document. ",local-authority:CBF,,,
76_CBF_CA13,"Dunstable",2023-12-25,"https://www.centralbedfordshire.gov.uk/migrated_images/dunstable-conservation-2010_tcm3-12953.pdf","https://www.centralbedfordshire.gov.uk/info/50/environmental_issues/289/archaeology_heritage_and_conservation",,,"Best Map is shown on page 24 of the appraisal document. ",local-authority:CBF,,,
76_CBF_CA14,"Eaton Bray",2023-12-25,"No Appraisal document","https://www.centralbedfordshire.gov.uk/info/50/environmental_issues/289/archaeology_heritage_and_conservation",,,"",local-authority:CBF,,,
76_CBF_CA15,"Eggington",2023-12-25,"https://www.centralbedfordshire.gov.uk/migrated_images/eggington_tcm3-12954.pdf","https://www.centralbedfordshire.gov.uk/info/50/environmental_issues/289/archaeology_heritage_and_conservation",,,"Best Map is shown on page 25 of the appraisal document. ",local-authority:CBF,,,
76_CBF_CA16,"Eversholt (Church End)",2023-12-25,"https://www.centralbedfordshire.gov.uk/migrated_images/eversholt_tcm3-17853.pdf","https://www.centralbedfordshire.gov.uk/info/50/environmental_issues/289/archaeology_heritage_and_conservation",,,"Best Map is shown on page 11 of the appraisal document. ",local-authority:CBF,,,
