reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date,ca_entity
D_392_WYE_CA8_1,392_WYE_CA8,"Stourport-on-Severn 2","https://www.wyreforestdc.gov.uk/planning-and-buildings/conservation-areas-and-listed-buildings/what-is-a-conservation-area/conservation-areas-in-wyre-forest/stourport-on-severn-no-2-conservation-area/","https://www.wyreforestdc.gov.uk/media/0ehpfzl4/20150116-stouport-on-severn-2-cacappraisal-web-version.pdf",area-appraisal,"Best Map is shown on page 44 of the appraisal document. ",local-authority:WYE,,,,44006347
D_392_WYE_CA9_1,392_WYE_CA9,"Vicar Street (Kidderminster)","https://www.wyreforestdc.gov.uk/planning-and-buildings/conservation-areas-and-listed-buildings/what-is-a-conservation-area/conservation-areas-in-wyre-forest/vicar-street-conservation-area/","https://www.wyreforestdc.gov.uk/media/evmj441j/20150116-vicar-street-cacappraisal-web-version.pdf",area-appraisal,"Extra documents are available. ",local-authority:WYE,,,,44006352
D_392_WYE_CA9_2,392_WYE_CA9,"Vicar Street (Kidderminster)","https://www.wyreforestdc.gov.uk/planning-and-buildings/conservation-areas-and-listed-buildings/what-is-a-conservation-area/conservation-areas-in-wyre-forest/vicar-street-conservation-area/",https://www.wyreforestdc.gov.uk/media/p3tdbe5g/vicar-street-conservation-area-boundry.pdf,area-map,"Extra documents are available. ",local-authority:WYE,,,,44006352
D_392_WYE_CA10_1,392_WYE_CA10,"Broome","https://www.wyreforestdc.gov.uk/planning-and-buildings/conservation-areas-and-listed-buildings/what-is-a-conservation-area/conservation-areas-in-wyre-forest/broome-conservation-area/","https://www.wyreforestdc.gov.uk/media/mp0nr0mn/20150116-broome-cacappraisal-web-version.pdf",area-appraisal,"Extra documents are available. ",local-authority:WYE,,,,44006339
D_392_WYE_CA10_2,392_WYE_CA10,"Broome","https://www.wyreforestdc.gov.uk/planning-and-buildings/conservation-areas-and-listed-buildings/what-is-a-conservation-area/conservation-areas-in-wyre-forest/broome-conservation-area/",https://www.wyreforestdc.gov.uk/media/ec4lc1iq/broome-conservation-area-boundry.pdf,area-map,"Extra documents are available. ",local-authority:WYE,,,,44006339
D_392_WYE_CA11_1,392_WYE_CA11,"Chaddesley Corbett","https://www.wyreforestdc.gov.uk/planning-and-buildings/conservation-areas-and-listed-buildings/what-is-a-conservation-area/conservation-areas-in-wyre-forest/chaddesley-corbett-conservation-area/","https://www.wyreforestdc.gov.uk/media/xp5hpapu/20150116-chaddesley-corbett-cacappraisal-web-version.pdf",area-appraisal,"Extra documents are available. ",local-authority:WYE,,,,44006338
D_392_WYE_CA11_2,392_WYE_CA11,"Chaddesley Corbett","https://www.wyreforestdc.gov.uk/planning-and-buildings/conservation-areas-and-listed-buildings/what-is-a-conservation-area/conservation-areas-in-wyre-forest/chaddesley-corbett-conservation-area/",https://www.wyreforestdc.gov.uk/media/w3ejczat/chaddesley_corbett_boundary.pdf,area-map,"Extra documents are available. ",local-authority:WYE,,,,44006338
D_392_WYE_CA12_1,392_WYE_CA12,"Churchill","https://www.wyreforestdc.gov.uk/planning-and-buildings/conservation-areas-and-listed-buildings/what-is-a-conservation-area/conservation-areas-in-wyre-forest/churchill-conservation-area/","https://www.wyreforestdc.gov.uk/media/u2vn3gvd/20150116-churchill-cacappraisal-web-version.pdf",area-appraisal,"Extra documents are available. ",local-authority:WYE,,,,44006343
D_392_WYE_CA12_2,392_WYE_CA12,"Churchill","https://www.wyreforestdc.gov.uk/planning-and-buildings/conservation-areas-and-listed-buildings/what-is-a-conservation-area/conservation-areas-in-wyre-forest/churchill-conservation-area/",https://www.wyreforestdc.gov.uk/media/comjf2mb/churchill-conservation-area-boundry.pdf,area-map,"Extra documents are available. ",local-authority:WYE,,,,44006343
D_392_WYE_CA13_1,392_WYE_CA13,"Harvington","https://www.wyreforestdc.gov.uk/planning-and-buildings/conservation-areas-and-listed-buildings/what-is-a-conservation-area/conservation-areas-in-wyre-forest/harvington-conservation-area/","https://www.wyreforestdc.gov.uk/media/p44ldyuy/20141211-harvington-cacappraisal-web-version.pdf",area-appraisal,"Extra documents are available. ",local-authority:WYE,,,,44006341
D_392_WYE_CA13_2,392_WYE_CA13,"Harvington","https://www.wyreforestdc.gov.uk/planning-and-buildings/conservation-areas-and-listed-buildings/what-is-a-conservation-area/conservation-areas-in-wyre-forest/harvington-conservation-area/",https://www.wyreforestdc.gov.uk/media/a04ba14r/harvington-conservation-area-boundry.pdf,area-map,"Extra documents are available. ",local-authority:WYE,,,,44006341
D_392_WYE_CA14_1,392_WYE_CA14,"Ribbesford","https://www.wyreforestdc.gov.uk/planning-and-buildings/conservation-areas-and-listed-buildings/what-is-a-conservation-area/conservation-areas-in-wyre-forest/ribbesford-conservation-area/","https://www.wyreforestdc.gov.uk/media/jjzogwx4/20141211-ribbesford-cacappraisal-web-version.pdf",area-appraisal,"Extra documents are available. ",local-authority:WYE,,,,44006342
D_392_WYE_CA14_2,392_WYE_CA14,"Ribbesford","https://www.wyreforestdc.gov.uk/planning-and-buildings/conservation-areas-and-listed-buildings/what-is-a-conservation-area/conservation-areas-in-wyre-forest/ribbesford-conservation-area/",https://www.wyreforestdc.gov.uk/media/fktbfkgn/ribbesford-conservation-area-boundry.pdf,area-map,"Extra documents are available. ",local-authority:WYE,,,,44006342
D_392_WYE_CA15_1,392_WYE_CA15,"Upper Arley","https://www.wyreforestdc.gov.uk/planning-and-buildings/conservation-areas-and-listed-buildings/what-is-a-conservation-area/conservation-areas-in-wyre-forest/upper-arley-conservation-area/","https://www.wyreforestdc.gov.uk/media/k01h4km4/20150116-upperarleycacappraisal-web-version.pdf",area-appraisal,"Extra documents are available. ",local-authority:WYE,,,,44006344
D_392_WYE_CA15_2,392_WYE_CA15,"Upper Arley","https://www.wyreforestdc.gov.uk/planning-and-buildings/conservation-areas-and-listed-buildings/what-is-a-conservation-area/conservation-areas-in-wyre-forest/upper-arley-conservation-area/",https://www.wyreforestdc.gov.uk/media/lm4h1pqs/upper-arley-conservation-area-boundry.pdf,area-map,"Extra documents are available. ",local-authority:WYE,,,,44006344
D_392_WYE_CA16_1,392_WYE_CA16,"Wolverley","https://www.wyreforestdc.gov.uk/planning-and-buildings/conservation-areas-and-listed-buildings/what-is-a-conservation-area/conservation-areas-in-wyre-forest/wolverley-conservation-area/","https://www.wyreforestdc.gov.uk/media/hdzlpq33/20150116-wolverley-cacappraisal-web-version_opt.pdf",area-appraisal,"Extra documents are available. ",local-authority:WYE,,,,44006351
D_392_WYE_CA16_2,392_WYE_CA16,"Wolverley","https://www.wyreforestdc.gov.uk/planning-and-buildings/conservation-areas-and-listed-buildings/what-is-a-conservation-area/conservation-areas-in-wyre-forest/wolverley-conservation-area/",https://www.wyreforestdc.gov.uk/media/dlonjfg4/wolverley-conservation-area-boundry.pdf,area-map,"Extra documents are available. ",local-authority:WYE,,,,44006351
D_392_WYE_CA17_1,392_WYE_CA17,"The Staffordshire and Worcestershire Canal","https://www.wyreforestdc.gov.uk/planning-and-buildings/conservation-areas-and-listed-buildings/what-is-a-conservation-area/conservation-areas-in-wyre-forest/staffordshire-and-worcestershire-canal-conservation-area/","https://www.wyreforestdc.gov.uk/media/oqop0a4f/20150116-swcanal-cacappraisal-web-version.pdf",area-appraisal,"20 Maps cover extent of areaExtra documents are available. ",local-authority:WYE,,,,44006350
D_392_WYE_CA17_2,392_WYE_CA17,"The Staffordshire and Worcestershire Canal","https://www.wyreforestdc.gov.uk/planning-and-buildings/conservation-areas-and-listed-buildings/what-is-a-conservation-area/conservation-areas-in-wyre-forest/staffordshire-and-worcestershire-canal-conservation-area/",https://www.wyreforestdc.gov.uk/media/cyhdu5ur/staffordshire-and-worcestershire-canal-conservation-area-mapsl.pdf,area-map,"20 Maps cover extent of areaExtra documents are available. ",local-authority:WYE,,,,44006350
