reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date,ca_entity
D_400_Q5225646_CA18_1,400_Q5225646_CA18,"Princetown","https://www.dartmoor.gov.uk/living-and-working/planning/listed-buildings-and-conservation-areas/conservation-area-appraisals","https://www.dartmoor.gov.uk/__data/assets/pdf_file/0022/73453/Princetown-complete.pdf",area-appraisal,"",national-park-authority:Q5225646,,,,44006111
D_400_Q5225646_CA18_2,400_Q5225646_CA18,"Princetown","https://www.dartmoor.gov.uk/living-and-working/planning/listed-buildings-and-conservation-areas/conservation-area-appraisals",https://maps.dartmoor.gov.uk/con_areas/?conname=Princetown,area-map,"",national-park-authority:Q5225646,,,,44006111
D_400_Q5225646_CA19_1,400_Q5225646_CA19,"South Brent","https://www.dartmoor.gov.uk/living-and-working/planning/listed-buildings-and-conservation-areas/conservation-area-appraisals","https://www.dartmoor.gov.uk/__data/assets/pdf_file/0021/73443/South-Brent-2011.pdf",area-appraisal,"",national-park-authority:Q5225646,,,,44006112
D_400_Q5225646_CA19_2,400_Q5225646_CA19,"South Brent","https://www.dartmoor.gov.uk/living-and-working/planning/listed-buildings-and-conservation-areas/conservation-area-appraisals",https://maps.dartmoor.gov.uk/con_areas/?conname=South%20Brent,area-map,"",national-park-authority:Q5225646,,,,44006112
D_400_Q5225646_CA20_1,400_Q5225646_CA20,"South Tawton","https://www.dartmoor.gov.uk/living-and-working/planning/listed-buildings-and-conservation-areas/conservation-area-appraisals","https://www.dartmoor.gov.uk/__data/assets/pdf_file/0023/73445/South-Tawt-2011.pdf",area-appraisal,"",national-park-authority:Q5225646,,,,44006113
D_400_Q5225646_CA20_2,400_Q5225646_CA20,"South Tawton","https://www.dartmoor.gov.uk/living-and-working/planning/listed-buildings-and-conservation-areas/conservation-area-appraisals",https://maps.dartmoor.gov.uk/con_areas/?conname=South%20Tawton,area-map,"",national-park-authority:Q5225646,,,,44006113
D_400_Q5225646_CA21_1,400_Q5225646_CA21,"South Zeal","https://www.dartmoor.gov.uk/living-and-working/planning/listed-buildings-and-conservation-areas/conservation-area-appraisals","https://www.dartmoor.gov.uk/__data/assets/pdf_file/0024/73455/South-Zeal-Appr-complete.pdf",area-appraisal,"",national-park-authority:Q5225646,,,,44006114
D_400_Q5225646_CA21_2,400_Q5225646_CA21,"South Zeal","https://www.dartmoor.gov.uk/living-and-working/planning/listed-buildings-and-conservation-areas/conservation-area-appraisals",https://maps.dartmoor.gov.uk/con_areas/?conname=South%20Zeal,area-map,"",national-park-authority:Q5225646,,,,44006114
D_400_Q5225646_CA22_1,400_Q5225646_CA22,"Sticklepath","https://www.dartmoor.gov.uk/living-and-working/planning/listed-buildings-and-conservation-areas/conservation-area-appraisals","https://www.dartmoor.gov.uk/__data/assets/pdf_file/0031/78583/Sticklepath-R6.compressed.pdf",area-appraisal,"",national-park-authority:Q5225646,,,,44006115
D_400_Q5225646_CA22_2,400_Q5225646_CA22,"Sticklepath","https://www.dartmoor.gov.uk/living-and-working/planning/listed-buildings-and-conservation-areas/conservation-area-appraisals",https://maps.dartmoor.gov.uk/con_areas/?conname=Sticklepath,area-map,"",national-park-authority:Q5225646,,,,44006115
D_400_Q5225646_CA23_1,400_Q5225646_CA23,"Throwleigh","https://www.dartmoor.gov.uk/living-and-working/planning/listed-buildings-and-conservation-areas/conservation-area-appraisals","https://www.dartmoor.gov.uk/__data/assets/pdf_file/0025/73447/Throwleigh-2011.pdf",area-appraisal,"",national-park-authority:Q5225646,,,,44006116
D_400_Q5225646_CA23_2,400_Q5225646_CA23,"Throwleigh","https://www.dartmoor.gov.uk/living-and-working/planning/listed-buildings-and-conservation-areas/conservation-area-appraisals",https://maps.dartmoor.gov.uk/con_areas/?conname=Throwleigh,area-map,"",national-park-authority:Q5225646,,,,44006116
D_400_Q5225646_CA24_1,400_Q5225646_CA24,"Walkhampton","https://www.dartmoor.gov.uk/living-and-working/planning/listed-buildings-and-conservation-areas/conservation-area-appraisals","https://www.dartmoor.gov.uk/__data/assets/pdf_file/0026/73457/CAA-Walkhampton-Revised-Sep-2018.pdf",area-appraisal,"",national-park-authority:Q5225646,,,,44006117
D_400_Q5225646_CA24_2,400_Q5225646_CA24,"Walkhampton","https://www.dartmoor.gov.uk/living-and-working/planning/listed-buildings-and-conservation-areas/conservation-area-appraisals",https://maps.dartmoor.gov.uk/con_areas/?conname=Walkhampton,area-map,"",national-park-authority:Q5225646,,,,44006117
D_400_Q5225646_CA25_1,400_Q5225646_CA25,"Widecombe-in-the-Moor","https://www.dartmoor.gov.uk/living-and-working/planning/listed-buildings-and-conservation-areas/conservation-area-appraisals","https://www.dartmoor.gov.uk/__data/assets/pdf_file/0027/73449/Widecombe-2011.pdf",area-appraisal,"",national-park-authority:Q5225646,,,,44006118
D_400_Q5225646_CA25_2,400_Q5225646_CA25,"Widecombe-in-the-Moor","https://www.dartmoor.gov.uk/living-and-working/planning/listed-buildings-and-conservation-areas/conservation-area-appraisals",https://maps.dartmoor.gov.uk/con_areas/?conname=Widecombe%20in%20the%20Moor,area-map,"",national-park-authority:Q5225646,,,,44006118
